doc_id,filename,relative_path,label,split,char_count,case_id,template_family_id,degradation
SYN-00230,doc_0049.txt,documents/prescription/doc_0049.txt,prescription,challenge,265,SYNTH-CASE-0050,family-09,ocr_like_text
SYN-00231,doc_0050.txt,documents/prescription/doc_0050.txt,prescription,train,279,SYNTH-CASE-0051,family-00,none
SYN-00232,doc_0051.txt,documents/prescription/doc_0051.txt,prescription,train,194,SYNTH-CASE-0052,family-01,none
SYN-00233,doc_0052.txt,documents/prescription/doc_0052.txt,prescription,train,192,SYNTH-CASE-0053,family-02,none
SYN-00234,doc_0053.txt,documents/prescription/doc_0053.txt,prescription,train,206,SYNTH-CASE-0054,family-03,none
SYN-00235,doc_0054.txt,documents/prescription/doc_0054.txt,prescription,train,233,SYNTH-CASE-0055,family-04,none
SYN-00236,doc_0055.txt,documents/prescription/doc_0055.txt,prescription,train,140,SYNTH-CASE-0056,family-05,none
SYN-00237,doc_0056.txt,documents/prescription/doc_0056.txt,prescription,train,284,SYNTH-CASE-0057,family-06,none
SYN-00238,doc_0057.txt,documents/prescription/doc_0057.txt,prescription,val,247,SYNTH-CASE-0058,family-07,none
SYN-00239,doc_0058.txt,documents/prescription/doc_0058.txt,prescription,test,236,SYNTH-CASE-0059,family-08,none
SYN-00240,doc_0059.txt,documents/prescription/doc_0059.txt,prescription,challenge,335,SYNTH-CASE-0060,family-09,ocr_like_text
SYN-00241,doc_0000.txt,documents/clinical_note/doc_0000.txt,clinical_note,train,279,SYNTH-CASE-0001,family-00,none
SYN-00242,doc_0001.txt,documents/clinical_note/doc_0001.txt,clinical_note,train,220,SYNTH-CASE-0002,family-01,none
SYN-00243,doc_0002.txt,documents/clinical_note/doc_0002.txt,clinical_note,train,264,SYNTH-CASE-0003,family-02,none
SYN-00244,doc_0003.txt,documents/clinical_note/doc_0003.txt,clinical_note,train,267,SYNTH-CASE-0004,family-03,none
SYN-00245,doc_0004.txt,documents/clinical_note/doc_0004.txt,clinical_note,train,186,SYNTH-CASE-0005,family-04,none
SYN-00246,doc_0005.txt,documents/clinical_note/doc_0005.txt,clinical_note,train,305,SYNTH-CASE-0006,family-05,none
SYN-00247,doc_0006.txt,documents/clinical_note/doc_0006.txt,clinical_note,train,224,SYNTH-CASE-0007,family-06,none
SYN-00248,doc_0007.txt,documents/clinical_note/doc_0007.txt,clinical_note,val,282,SYNTH-CASE-0008,family-07,none
SYN-00249,doc_0008.txt,documents/clinical_note/doc_0008.txt,clinical_note,test,271,SYNTH-CASE-0009,family-08,none
SYN-00250,doc_0009.txt,documents/clinical_note/doc_0009.txt,clinical_note,challenge,371,SYNTH-CASE-0010,family-09,ocr_like_text
SYN-00251,doc_0010.txt,documents/clinical_note/doc_0010.txt,clinical_note,train,297,SYNTH-CASE-0011,family-00,none
SYN-00252,doc_0011.txt,documents/clinical_note/doc_0011.txt,clinical_note,train,247,SYNTH-CASE-0012,family-01,none
SYN-00253,doc_0012.txt,documents/clinical_note/doc_0012.txt,clinical_note,train,273,SYNTH-CASE-0013,family-02,none
SYN-00254,doc_0013.txt,documents/clinical_note/doc_0013.txt,clinical_note,train,222,SYNTH-CASE-0014,family-03,none
SYN-00255,doc_0014.txt,documents/clinical_note/doc_0014.txt,clinical_note,train,303,SYNTH-CASE-0015,family-04,none
SYN-00256,doc_0015.txt,documents/clinical_note/doc_0015.txt,clinical_note,train,228,SYNTH-CASE-0016,family-05,none
SYN-00257,doc_0016.txt,documents/clinical_note/doc_0016.txt,clinical_note,train,382,SYNTH-CASE-0017,family-06,none
SYN-00258,doc_0017.txt,documents/clinical_note/doc_0017.txt,clinical_note,val,301,SYNTH-CASE-0018,family-07,none
SYN-00259,doc_0018.txt,documents/clinical_note/doc_0018.txt,clinical_note,test,173,SYNTH-CASE-0019,family-08,none
SYN-00260,doc_0019.txt,documents/clinical_note/doc_0019.txt,clinical_note,challenge,339,SYNTH-CASE-0020,family-09,ocr_like_text
SYN-00261,doc_0020.txt,documents/clinical_note/doc_0020.txt,clinical_note,train,195,SYNTH-CASE-0021,family-00,none
SYN-00262,doc_0021.txt,documents/clinical_note/doc_0021.txt,clinical_note,train,232,SYNTH-CASE-0022,family-01,none
SYN-00263,doc_0022.txt,documents/clinical_note/doc_0022.txt,clinical_note,train,249,SYNTH-CASE-0023,family-02,none
SYN-00264,doc_0023.txt,documents/clinical_note/doc_0023.txt,clinical_note,train,310,SYNTH-CASE-0024,family-03,none
SYN-00265,doc_0024.txt,documents/clinical_note/doc_0024.txt,clinical_note,train,340,SYNTH-CASE-0025,family-04,none
SYN-00266,doc_0025.txt,documents/clinical_note/doc_0025.txt,clinical_note,train,350,SYNTH-CASE-0026,family-05,none
SYN-00267,doc_0026.txt,documents/clinical_note/doc_0026.txt,clinical_note,train,217,SYNTH-CASE-0027,family-06,none
SYN-00268,doc_0027.txt,documents/clinical_note/doc_0027.txt,clinical_note,val,234,SYNTH-CASE-0028,family-07,none
SYN-00269,doc_0028.txt,documents/clinical_note/doc_0028.txt,clinical_note,test,317,SYNTH-CASE-0029,family-08,none
SYN-00270,doc_0029.txt,documents/clinical_note/doc_0029.txt,clinical_note,challenge,336,SYNTH-CASE-0030,family-09,ocr_like_text
SYN-00271,doc_0030.txt,documents/clinical_note/doc_0030.txt,clinical_note,train,306,SYNTH-CASE-0031,family-00,none
SYN-00272,doc_0031.txt,documents/clinical_note/doc_0031.txt,clinical_note,train,302,SYNTH-CASE-0032,family-01,none
SYN-00273,doc_0032.txt,documents/clinical_note/doc_0032.txt,clinical_note,train,250,SYNTH-CASE-0033,family-02,none
SYN-00274,doc_0033.txt,documents/clinical_note/doc_0033.txt,clinical_note,train,289,SYNTH-CASE-0034,family-03,none
SYN-00275,doc_0034.txt,documents/clinical_note/doc_0034.txt,clinical_note,train,301,SYNTH-CASE-0035,family-04,none
SYN-00276,doc_0035.txt,documents/clinical_note/doc_0035.txt,clinical_note,train,213,SYNTH-CASE-0036,family-05,none
SYN-00277,doc_0036.txt,documents/clinical_note/doc_0036.txt,clinical_note,train,280,SYNTH-CASE-0037,family-06,none
SYN-00278,doc_0037.txt,documents/clinical_note/doc_0037.txt,clinical_note,val,190,SYNTH-CASE-0038,family-07,none
SYN-00279,doc_0038.txt,documents/clinical_note/doc_0038.txt,clinical_note,test,292,SYNTH-CASE-0039,family-08,none
SYN-00280,doc_0039.txt,documents/clinical_note/doc_0039.txt,clinical_note,challenge,339,SYNTH-CASE-0040,family-09,ocr_like_text
SYN-00281,doc_0040.txt,documents/clinical_note/doc_0040.txt,clinical_note,train,167,SYNTH-CASE-0041,family-00,none
SYN-00282,doc_0041.txt,documents/clinical_note/doc_0041.txt,clinical_note,train,276,SYNTH-CASE-0042,family-01,none
SYN-00283,doc_0042.txt,documents/clinical_note/doc_0042.txt,clinical_note,train,210,SYNTH-CASE-0043,family-02,none
SYN-00284,doc_0043.txt,documents/clinical_note/doc_0043.txt,clinical_note,train,345,SYNTH-CASE-0044,family-03,none
SYN-00285,doc_0044.txt,documents/clinical_note/doc_0044.txt,clinical_note,train,357,SYNTH-CASE-0045,family-04,none
SYN-00286,doc_0045.txt,documents/clinical_note/doc_0045.txt,clinical_note,train,196,SYNTH-CASE-0046,family-05,none
SYN-00287,doc_0046.txt,documents/clinical_note/doc_0046.txt,clinical_note,train,308,SYNTH-CASE-0047,family-06,none
SYN-00288,doc_0047.txt,documents/clinical_note/doc_0047.txt,clinical_note,val,297,SYNTH-CASE-0048,family-07,none
SYN-00289,doc_0048.txt,documents/clinical_note/doc_0048.txt,clinical_note,test,388,SYNTH-CASE-0049,family-08,none
SYN-00290,doc_0049.txt,documents/clinical_note/doc_0049.txt,clinical_note,challenge,283,SYNTH-CASE-0050,family-09,ocr_like_text
SYN-00291,doc_0050.txt,documents/clinical_note/doc_0050.txt,clinical_note,train,406,SYNTH-CASE-0051,family-00,none
SYN-00292,doc_0051.txt,documents/clinical_note/doc_0051.txt,clinical_note,train,254,SYNTH-CASE-0052,family-01,none
SYN-00293,doc_0052.txt,documents/clinical_note/doc_0052.txt,clinical_note,train,339,SYNTH-CASE-0053,family-02,none
SYN-00294,doc_0053.txt,documents/clinical_note/doc_0053.txt,clinical_note,train,210,SYNTH-CASE-0054,family-03,none
SYN-00295,doc_0054.txt,documents/clinical_note/doc_0054.txt,clinical_note,train,304,SYNTH-CASE-0055,family-04,none
SYN-00296,doc_0055.txt,documents/clinical_note/doc_0055.txt,clinical_note,train,200,SYNTH-CASE-0056,family-05,none
SYN-00297,doc_0056.txt,documents/clinical_note/doc_0056.txt,clinical_note,train,271,SYNTH-CASE-0057,family-06,none
SYN-00298,doc_0057.txt,documents/clinical_note/doc_0057.txt,clinical_note,val,270,SYNTH-CASE-0058,family-07,none
SYN-00299,doc_0058.txt,documents/clinical_note/doc_0058.txt,clinical_note,test,208,SYNTH-CASE-0059,family-08,none
SYN-00300,doc_0059.txt,documents/clinical_note/doc_0059.txt,clinical_note,challenge,236,SYNTH-CASE-0060,family-09,ocr_like_text
SYN-00301,doc_0000.txt,documents/medication_history/doc_0000.txt,medication_history,train,251,SYNTH-CASE-0001,family-00,none
SYN-00302,doc_0001.txt,documents/medication_history/doc_0001.txt,medication_history,train,241,SYNTH-CASE-0002,family-01,none
SYN-00303,doc_0002.txt,documents/medication_history/doc_0002.txt,medication_history,train,367,SYNTH-CASE-0003,family-02,none
SYN-00304,doc_0003.txt,documents/medication_history/doc_0003.txt,medication_history,train,226,SYNTH-CASE-0004,family-03,none
SYN-00305,doc_0004.txt,documents/medication_history/doc_0004.txt,medication_history,train,233,SYNTH-CASE-0005,family-04,none
SYN-00306,doc_0005.txt,documents/medication_history/doc_0005.txt,medication_history,train,134,SYNTH-CASE-0006,family-05,none
SYN-00307,doc_0006.txt,documents/medication_history/doc_0006.txt,medication_history,train,242,SYNTH-CASE-0007,family-06,none
SYN-00308,doc_0007.txt,documents/medication_history/doc_0007.txt,medication_history,val,312,SYNTH-CASE-0008,family-07,none
SYN-00309,doc_0008.txt,documents/medication_history/doc_0008.txt,medication_history,test,190,SYNTH-CASE-0009,family-08,none
SYN-00310,doc_0009.txt,documents/medication_history/doc_0009.txt,medication_history,challenge,186,SYNTH-CASE-0010,family-09,ocr_like_text
SYN-00311,doc_0010.txt,documents/medication_history/doc_0010.txt,medication_history,train,253,SYNTH-CASE-0011,family-00,none
SYN-00312,doc_0011.txt,documents/medication_history/doc_0011.txt,medication_history,train,291,SYNTH-CASE-0012,family-01,none
SYN-00313,doc_0012.txt,documents/medication_history/doc_0012.txt,medication_history,train,190,SYNTH-CASE-0013,family-02,none
SYN-00314,doc_0013.txt,documents/medication_history/doc_0013.txt,medication_history,train,254,SYNTH-CASE-0014,family-03,none
SYN-00315,doc_0014.txt,documents/medication_history/doc_0014.txt,medication_history,train,303,SYNTH-CASE-0015,family-04,none
SYN-00316,doc_0015.txt,documents/medication_history/doc_0015.txt,medication_history,train,150,SYNTH-CASE-0016,family-05,none
SYN-00317,doc_0016.txt,documents/medication_history/doc_0016.txt,medication_history,train,173,SYNTH-CASE-0017,family-06,none
SYN-00318,doc_0017.txt,documents/medication_history/doc_0017.txt,medication_history,val,285,SYNTH-CASE-0018,family-07,none
SYN-00319,doc_0018.txt,documents/medication_history/doc_0018.txt,medication_history,test,146,SYNTH-CASE-0019,family-08,none
SYN-00320,doc_0019.txt,documents/medication_history/doc_0019.txt,medication_history,challenge,279,SYNTH-CASE-0020,family-09,ocr_like_text
SYN-00321,doc_0020.txt,documents/medication_history/doc_0020.txt,medication_history,train,194,SYNTH-CASE-0021,family-00,none
SYN-00322,doc_0021.txt,documents/medication_history/doc_0021.txt,medication_history,train,300,SYNTH-CASE-0022,family-01,none
SYN-00323,doc_0022.txt,documents/medication_history/doc_0022.txt,medication_history,train,312,SYNTH-CASE-0023,family-02,none
SYN-00324,doc_0023.txt,documents/medication_history/doc_0023.txt,medication_history,train,236,SYNTH-CASE-0024,family-03,none
SYN-00325,doc_0024.txt,documents/medication_history/doc_0024.txt,medication_history,train,253,SYNTH-CASE-0025,family-04,none
SYN-00326,doc_0025.txt,documents/medication_history/doc_0025.txt,medication_history,train,265,SYNTH-CASE-0026,family-05,none
SYN-00327,doc_0026.txt,documents/medication_history/doc_0026.txt,medication_history,train,243,SYNTH-CASE-0027,family-06,none
SYN-00328,doc_0027.txt,documents/medication_history/doc_0027.txt,medication_history,val,165,SYNTH-CASE-0028,family-07,none
SYN-00329,doc_0028.txt,documents/medication_history/doc_0028.txt,medication_history,test,185,SYNTH-CASE-0029,family-08,none
SYN-00330,doc_0029.txt,documents/medication_history/doc_0029.txt,medication_history,challenge,235,SYNTH-CASE-0030,family-09,ocr_like_text
SYN-00331,doc_0030.txt,documents/medication_history/doc_0030.txt,medication_history,train,178,SYNTH-CASE-0031,family-00,none
SYN-00332,doc_0031.txt,documents/medication_history/doc_0031.txt,medication_history,train,213,SYNTH-CASE-0032,family-01,none
SYN-00333,doc_0032.txt,documents/medication_history/doc_0032.txt,medication_history,train,353,SYNTH-CASE-0033,family-02,none
SYN-00334,doc_0033.txt,documents/medication_history/doc_0033.txt,medication_history,train,340,SYNTH-CASE-0034,family-03,none
SYN-00335,doc_0034.txt,documents/medication_history/doc_0034.txt,medication_history,train,276,SYNTH-CASE-0035,family-04,none
SYN-00336,doc_0035.txt,documents/medication_history/doc_0035.txt,medication_history,train,210,SYNTH-CASE-0036,family-05,none
SYN-00337,doc_0036.txt,documents/medication_history/doc_0036.txt,medication_history,train,271,SYNTH-CASE-0037,family-06,none
SYN-00338,doc_0037.txt,documents/medication_history/doc_0037.txt,medication_history,val,274,SYNTH-CASE-0038,family-07,none
SYN-00339,doc_0038.txt,documents/medication_history/doc_0038.txt,medication_history,test,294,SYNTH-CASE-0039,family-08,none
SYN-00340,doc_0039.txt,documents/medication_history/doc_0039.txt,medication_history,challenge,277,SYNTH-CASE-0040,family-09,ocr_like_text
SYN-00341,doc_0040.txt,documents/medication_history/doc_0040.txt,medication_history,train,268,SYNTH-CASE-0041,family-00,none
SYN-00342,doc_0041.txt,documents/medication_history/doc_0041.txt,medication_history,train,168,SYNTH-CASE-0042,family-01,none
SYN-00343,doc_0042.txt,documents/medication_history/doc_0042.txt,medication_history,train,300,SYNTH-CASE-0043,family-02,none
SYN-00344,doc_0043.txt,documents/medication_history/doc_0043.txt,medication_history,train,223,SYNTH-CASE-0044,family-03,none
SYN-00345,doc_0044.txt,documents/medication_history/doc_0044.txt,medication_history,train,220,SYNTH-CASE-0045,family-04,none
SYN-00346,doc_0045.txt,documents/medication_history/doc_0045.txt,medication_history,train,233,SYNTH-CASE-0046,family-05,none
SYN-00347,doc_0046.txt,documents/medication_history/doc_0046.txt,medication_history,train,159,SYNTH-CASE-0047,family-06,none
SYN-00348,doc_0047.txt,documents/medication_history/doc_0047.txt,medication_history,val,189,SYNTH-CASE-0048,family-07,none
SYN-00349,doc_0048.txt,documents/medication_history/doc_0048.txt,medication_history,test,220,SYNTH-CASE-0049,family-08,none
SYN-00350,doc_0049.txt,documents/medication_history/doc_0049.txt,medication_history,challenge,265,SYNTH-CASE-0050,family-09,ocr_like_text
SYN-00351,doc_0050.txt,documents/medication_history/doc_0050.txt,medication_history,train,183,SYNTH-CASE-0051,family-00,none
SYN-00352,doc_0051.txt,documents/medication_history/doc_0051.txt,medication_history,train,191,SYNTH-CASE-0052,family-01,none
SYN-00353,doc_0052.txt,documents/medication_history/doc_0052.txt,medication_history,train,221,SYNTH-CASE-0053,family-02,none
SYN-00354,doc_0053.txt,documents/medication_history/doc_0053.txt,medication_history,train,167,SYNTH-CASE-0054,family-03,none
SYN-00355,doc_0054.txt,documents/medication_history/doc_0054.txt,medication_history,train,291,SYNTH-CASE-0055,family-04,none
SYN-00356,doc_0055.txt,documents/medication_history/doc_0055.txt,medication_history,train,253,SYNTH-CASE-0056,family-05,none
SYN-00357,doc_0056.txt,documents/medication_history/doc_0056.txt,medication_history,train,322,SYNTH-CASE-0057,family-06,none
SYN-00358,doc_0057.txt,documents/medication_history/doc_0057.txt,medication_history,val,315,SYNTH-CASE-0058,family-07,none
SYN-00359,doc_0058.txt,documents/medication_history/doc_0058.txt,medication_history,test,218,SYNTH-CASE-0059,family-08,none
SYN-00360,doc_0059.txt,documents/medication_history/doc_0059.txt,medication_history,challenge,271,SYNTH-CASE-0060,family-09,ocr_like_text
SYN-00361,doc_0000.txt,documents/lab_report/doc_0000.txt,lab_report,train,211,SYNTH-CASE-0001,family-00,none
SYN-00362,doc_0001.txt,documents/lab_report/doc_0001.txt,lab_report,train,213,SYNTH-CASE-0002,family-01,none
SYN-00363,doc_0002.txt,documents/lab_report/doc_0002.txt,lab_report,train,292,SYNTH-CASE-0003,family-02,none
SYN-00364,doc_0003.txt,documents/lab_report/doc_0003.txt,lab_report,train,192,SYNTH-CASE-0004,family-03,none
SYN-00365,doc_0004.txt,documents/lab_report/doc_0004.txt,lab_report,train,296,SYNTH-CASE-0005,family-04,none
SYN-00366,doc_0005.txt,documents/lab_report/doc_0005.txt,lab_report,train,248,SYNTH-CASE-0006,family-05,none
SYN-00367,doc_0006.txt,documents/lab_report/doc_0006.txt,lab_report,train,226,SYNTH-CASE-0007,family-06,none
SYN-00368,doc_0007.txt,documents/lab_report/doc_0007.txt,lab_report,val,135,SYNTH-CASE-0008,family-07,none
SYN-00369,doc_0008.txt,documents/lab_report/doc_0008.txt,lab_report,test,168,SYNTH-CASE-0009,family-08,none
SYN-00370,doc_0009.txt,documents/lab_report/doc_0009.txt,lab_report,challenge,232,SYNTH-CASE-0010,family-09,ocr_like_text
SYN-00371,doc_0010.txt,documents/lab_report/doc_0010.txt,lab_report,train,145,SYNTH-CASE-0011,family-00,none
SYN-00372,doc_0011.txt,documents/lab_report/doc_0011.txt,lab_report,train,230,SYNTH-CASE-0012,family-01,none
SYN-00373,doc_0012.txt,documents/lab_report/doc_0012.txt,lab_report,train,224,SYNTH-CASE-0013,family-02,none
SYN-00374,doc_0013.txt,documents/lab_report/doc_0013.txt,lab_report,train,263,SYNTH-CASE-0014,family-03,none
SYN-00375,doc_0014.txt,documents/lab_report/doc_0014.txt,lab_report,train,299,SYNTH-CASE-0015,family-04,none
SYN-00376,doc_0015.txt,documents/lab_report/doc_0015.txt,lab_report,train,202,SYNTH-CASE-0016,family-05,none
SYN-00377,doc_0016.txt,documents/lab_report/doc_0016.txt,lab_report,train,232,SYNTH-CASE-0017,family-06,none
SYN-00378,doc_0017.txt,documents/lab_report/doc_0017.txt,lab_report,val,135,SYNTH-CASE-0018,family-07,none
SYN-00379,doc_0018.txt,documents/lab_report/doc_0018.txt,lab_report,test,255,SYNTH-CASE-0019,family-08,none
SYN-00380,doc_0019.txt,documents/lab_report/doc_0019.txt,lab_report,challenge,233,SYNTH-CASE-0020,family-09,ocr_like_text
SYN-00381,doc_0020.txt,documents/lab_report/doc_0020.txt,lab_report,train,173,SYNTH-CASE-0021,family-00,none
SYN-00382,doc_0021.txt,documents/lab_report/doc_0021.txt,lab_report,train,211,SYNTH-CASE-0022,family-01,none
SYN-00383,doc_0022.txt,documents/lab_report/doc_0022.txt,lab_report,train,189,SYNTH-CASE-0023,family-02,none
SYN-00384,doc_0023.txt,documents/lab_report/doc_0023.txt,lab_report,train,293,SYNTH-CASE-0024,family-03,none
SYN-00385,doc_0024.txt,documents/lab_report/doc_0024.txt,lab_report,train,186,SYNTH-CASE-0025,family-04,none
SYN-00386,doc_0025.txt,documents/lab_report/doc_0025.txt,lab_report,train,255,SYNTH-CASE-0026,family-05,none
SYN-00387,doc_0026.txt,documents/lab_report/doc_0026.txt,lab_report,train,277,SYNTH-CASE-0027,family-06,none
SYN-00388,doc_0027.txt,documents/lab_report/doc_0027.txt,lab_report,val,233,SYNTH-CASE-0028,family-07,none
SYN-00389,doc_0028.txt,documents/lab_report/doc_0028.txt,lab_report,test,303,SYNTH-CASE-0029,family-08,none
SYN-00390,doc_0029.txt,documents/lab_report/doc_0029.txt,lab_report,challenge,333,SYNTH-CASE-0030,family-09,ocr_like_text
SYN-00391,doc_0030.txt,documents/lab_report/doc_0030.txt,lab_report,train,211,SYNTH-CASE-0031,family-00,none
SYN-00392,doc_0031.txt,documents/lab_report/doc_0031.txt,lab_report,train,181,SYNTH-CASE-0032,family-01,none
SYN-00393,doc_0032.txt,documents/lab_report/doc_0032.txt,lab_report,train,236,SYNTH-CASE-0033,family-02,none
SYN-00394,doc_0033.txt,documents/lab_report/doc_0033.txt,lab_report,train,181,SYNTH-CASE-0034,family-03,none
SYN-00395,doc_0034.txt,documents/lab_report/doc_0034.txt,lab_report,train,296,SYNTH-CASE-0035,family-04,none
SYN-00396,doc_0035.txt,documents/lab_report/doc_0035.txt,lab_report,train,217,SYNTH-CASE-0036,family-05,none
SYN-00397,doc_0036.txt,documents/lab_report/doc_0036.txt,lab_report,train,196,SYNTH-CASE-0037,family-06,none
SYN-00398,doc_0037.txt,documents/lab_report/doc_0037.txt,lab_report,val,232,SYNTH-CASE-0038,family-07,none
SYN-00399,doc_0038.txt,documents/lab_report/doc_0038.txt,lab_report,test,224,SYNTH-CASE-0039,family-08,none
SYN-00400,doc_0039.txt,documents/lab_report/doc_0039.txt,lab_report,challenge,289,SYNTH-CASE-0040,family-09,ocr_like_text
SYN-00401,doc_0040.txt,documents/lab_report/doc_0040.txt,lab_report,train,320,SYNTH-CASE-0041,family-00,none
SYN-00402,doc_0041.txt,documents/lab_report/doc_0041.txt,lab_report,train,223,SYNTH-CASE-0042,family-01,none
SYN-00403,doc_0042.txt,documents/lab_report/doc_0042.txt,lab_report,train,149,SYNTH-CASE-0043,family-02,none
SYN-00404,doc_0043.txt,documents/lab_report/doc_0043.txt,lab_report,train,222,SYNTH-CASE-0044,family-03,none
SYN-00405,doc_0044.txt,documents/lab_report/doc_0044.txt,lab_report,train,351,SYNTH-CASE-0045,family-04,none
SYN-00406,doc_0045.txt,documents/lab_report/doc_0045.txt,lab_report,train,186,SYNTH-CASE-0046,family-05,none
SYN-00407,doc_0046.txt,documents/lab_report/doc_0046.txt,lab_report,train,230,SYNTH-CASE-0047,family-06,none
SYN-00408,doc_0047.txt,documents/lab_report/doc_0047.txt,lab_report,val,186,SYNTH-CASE-0048,family-07,none
SYN-00409,doc_0048.txt,documents/lab_report/doc_0048.txt,lab_report,test,206,SYNTH-CASE-0049,family-08,none
SYN-00410,doc_0049.txt,documents/lab_report/doc_0049.txt,lab_report,challenge,339,SYNTH-CASE-0050,family-09,ocr_like_text
SYN-00411,doc_0050.txt,documents/lab_report/doc_0050.txt,lab_report,train,260,SYNTH-CASE-0051,family-00,none
SYN-00412,doc_0051.txt,documents/lab_report/doc_0051.txt,lab_report,train,222,SYNTH-CASE-0052,family-01,none
SYN-00413,doc_0052.txt,documents/lab_report/doc_0052.txt,lab_report,train,249,SYNTH-CASE-0053,family-02,none
SYN-00414,doc_0053.txt,documents/lab_report/doc_0053.txt,lab_report,train,212,SYNTH-CASE-0054,family-03,none
SYN-00415,doc_0054.txt,documents/lab_report/doc_0054.txt,lab_report,train,251,SYNTH-CASE-0055,family-04,none
SYN-00416,doc_0055.txt,documents/lab_report/doc_0055.txt,lab_report,train,235,SYNTH-CASE-0056,family-05,none
SYN-00417,doc_0056.txt,documents/lab_report/doc_0056.txt,lab_report,train,228,SYNTH-CASE-0057,family-06,none
SYN-00418,doc_0057.txt,documents/lab_report/doc_0057.txt,lab_report,val,232,SYNTH-CASE-0058,family-07,none
SYN-00419,doc_0058.txt,documents/lab_report/doc_0058.txt,lab_report,test,282,SYNTH-CASE-0059,family-08,none
SYN-00420,doc_0059.txt,documents/lab_report/doc_0059.txt,lab_report,challenge,278,SYNTH-CASE-0060,family-09,ocr_like_text
SYN-00421,doc_0000.txt,documents/other/doc_0000.txt,other,train,291,SYNTH-CASE-0001,family-00,none
SYN-00422,doc_0001.txt,documents/other/doc_0001.txt,other,train,225,SYNTH-CASE-0002,family-01,none
SYN-00423,doc_0002.txt,documents/other/doc_0002.txt,other,train,232,SYNTH-CASE-0003,family-02,none
SYN-00424,doc_0003.txt,documents/other/doc_0003.txt,other,train,321,SYNTH-CASE-0004,family-03,none
SYN-00425,doc_0004.txt,documents/other/doc_0004.txt,other,train,274,SYNTH-CASE-0005,family-04,none
SYN-00426,doc_0005.txt,documents/other/doc_0005.txt,other,train,201,SYNTH-CASE-0006,family-05,none
SYN-00427,doc_0006.txt,documents/other/doc_0006.txt,other,train,242,SYNTH-CASE-0007,family-06,none
SYN-00428,doc_0007.txt,documents/other/doc_0007.txt,other,val,294,SYNTH-CASE-0008,family-07,none
SYN-00429,doc_0008.txt,documents/other/doc_0008.txt,other,test,274,SYNTH-CASE-0009,family-08,none
SYN-00430,doc_0009.txt,documents/other/doc_0009.txt,other,challenge,231,SYNTH-CASE-0010,family-09,ocr_like_text
SYN-00431,doc_0010.txt,documents/other/doc_0010.txt,other,train,206,SYNTH-CASE-0011,family-00,none
SYN-00432,doc_0011.txt,documents/other/doc_0011.txt,other,train,260,SYNTH-CASE-0012,family-01,none
SYN-00433,doc_0012.txt,documents/other/doc_0012.txt,other,train,273,SYNTH-CASE-0013,family-02,none
SYN-00434,doc_0013.txt,documents/other/doc_0013.txt,other,train,163,SYNTH-CASE-0014,family-03,none
SYN-00435,doc_0014.txt,documents/other/doc_0014.txt,other,train,310,SYNTH-CASE-0015,family-04,none
SYN-00436,doc_0015.txt,documents/other/doc_0015.txt,other,train,224,SYNTH-CASE-0016,family-05,none
SYN-00437,doc_0016.txt,documents/other/doc_0016.txt,other,train,234,SYNTH-CASE-0017,family-06,none
SYN-00438,doc_0017.txt,documents/other/doc_0017.txt,other,val,144,SYNTH-CASE-0018,family-07,none
SYN-00439,doc_0018.txt,documents/other/doc_0018.txt,other,test,240,SYNTH-CASE-0019,family-08,none
SYN-00440,doc_0019.txt,documents/other/doc_0019.txt,other,challenge,319,SYNTH-CASE-0020,family-09,ocr_like_text
SYN-00441,doc_0020.txt,documents/other/doc_0020.txt,other,train,260,SYNTH-CASE-0021,family-00,none
SYN-00442,doc_0021.txt,documents/other/doc_0021.txt,other,train,190,SYNTH-CASE-0022,family-01,none
SYN-00443,doc_0022.txt,documents/other/doc_0022.txt,other,train,164,SYNTH-CASE-0023,family-02,none
SYN-00444,doc_0023.txt,documents/other/doc_0023.txt,other,train,278,SYNTH-CASE-0024,family-03,none
SYN-00445,doc_0024.txt,documents/other/doc_0024.txt,other,train,177,SYNTH-CASE-0025,family-04,none
SYN-00446,doc_0025.txt,documents/other/doc_0025.txt,other,train,238,SYNTH-CASE-0026,family-05,none
SYN-00447,doc_0026.txt,documents/other/doc_0026.txt,other,train,185,SYNTH-CASE-0027,family-06,none
SYN-00448,doc_0027.txt,documents/other/doc_0027.txt,other,val,226,SYNTH-CASE-0028,family-07,none
SYN-00449,doc_0028.txt,documents/other/doc_0028.txt,other,test,400,SYNTH-CASE-0029,family-08,none
SYN-00450,doc_0029.txt,documents/other/doc_0029.txt,other,challenge,331,SYNTH-CASE-0030,family-09,ocr_like_text
SYN-00451,doc_0030.txt,documents/other/doc_0030.txt,other,train,265,SYNTH-CASE-0031,family-00,none
SYN-00452,doc_0031.txt,documents/other/doc_0031.txt,other,train,359,SYNTH-CASE-0032,family-01,none
SYN-00453,doc_0032.txt,documents/other/doc_0032.txt,other,train,230,SYNTH-CASE-0033,family-02,none
SYN-00454,doc_0033.txt,documents/other/doc_0033.txt,other,train,216,SYNTH-CASE-0034,family-03,none
SYN-00455,doc_0034.txt,documents/other/doc_0034.txt,other,train,387,SYNTH-CASE-0035,family-04,none
SYN-00456,doc_0035.txt,documents/other/doc_0035.txt,other,train,250,SYNTH-CASE-0036,family-05,none
